date,store_id,sku,product_category,total_sales_units,on_hand_inventory_units,replenishment_units,inventory_pipeline,units_in_transit,units_in_dc,units_on_order,units_under_promotion,shelf_capacity
2019-07-14,865,64,Category 01,14,171,24,191,24,0,0,0,24
2019-07-17,865,64,Category 01,8,179,0,179,0,0,0,0,24
2019-07-18,865,64,Category 01,6,181,0,177,0,0,0,0,24
2019-07-19,865,64,Category 01,13,172,0,168,0,0,0,0,24
2019-07-21,865,64,Category 01,8,328,0,324,0,0,0,0,24
2019-07-23,865,64,Category 01,5,322,0,366,0,48,0,0,24
2019-07-25,865,64,Category 01,12,300,24,344,48,0,0,0,24
2019-07-27,865,64,Category 01,8,162,0,174,0,12,0,0,24
2019-07-28,865,64,Category 01,7,160,0,168,0,12,0,0,24
2019-07-29,865,64,Category 01,9,169,12,177,0,12,0,0,24
2019-07-30,865,64,Category 01,6,161,0,173,0,12,0,0,24
2019-07-31,865,64,Category 01,6,159,12,171,12,0,0,0,24
2019-08-01,865,64,Category 01,0,171,0,171,0,0,0,0,24
2019-08-06,865,64,Category 01,9,152,0,172,0,24,0,0,24
2019-08-10,865,64,Category 01,5,165,0,161,0,0,0,0,24
2019-08-11,865,64,Category 01,12,158,0,166,0,12,0,0,24
2019-08-13,865,64,Category 01,9,149,12,169,12,12,0,0,24
2019-08-15,865,64,Category 01,10,152,0,272,12,108,0,0,24
2019-08-16,865,64,Category 01,9,162,0,242,0,84,0,0,24
2019-08-21,865,64,Category 01,13,247,0,291,0,48,0,0,24
2019-08-24,865,64,Category 01,10,276,0,272,0,0,0,0,24
2019-08-25,865,64,Category 01,11,270,0,266,0,0,0,0,24
2019-08-28,865,64,Category 01,12,254,0,250,0,0,0,0,24
2019-08-29,865,64,Category 01,5,253,0,249,0,0,0,0,24
2019-08-30,865,64,Category 01,19,238,0,234,0,0,0,0,24
2019-08-31,865,64,Category 01,19,224,0,220,0,0,0,0,24
2019-09-08,865,64,Category 01,18,161,24,481,24,0,300,0,24
2019-09-11,865,64,Category 01,15,170,0,470,0,48,252,0,24
2019-09-15,865,64,Category 01,7,203,252,703,252,0,252,0,24
2019-09-16,865,64,Category 01,8,447,0,699,0,0,252,0,24
2019-09-21,865,64,Category 01,15,405,0,653,0,0,252,0,24
2019-09-22,865,64,Category 01,6,404,0,652,0,0,252,0,24
2019-09-23,865,64,Category 01,9,398,0,646,0,0,252,0,24
2019-09-28,865,64,Category 01,8,374,252,622,252,0,0,0,24
2019-09-29,865,64,Category 01,18,608,0,872,0,0,264,0,24
2019-09-30,865,64,Category 01,8,608,0,868,0,0,264,0,24
2019-10-02,865,64,Category 01,10,592,0,852,0,0,264,0,24
2019-10-05,865,64,Category 01,8,576,0,836,0,0,264,0,24
2019-10-06,865,64,Category 01,12,568,264,828,264,0,0,0,24
2019-10-07,865,64,Category 01,13,820,0,1084,0,264,0,0,24
2019-10-12,865,64,Category 01,9,1578,0,2078,0,0,504,0,24
2019-10-17,865,64,Category 01,22,2008,0,2004,0,0,0,0,24
2019-10-22,865,64,Category 01,16,936,0,932,0,0,0,0,24
2019-10-24,865,64,Category 01,26,881,0,877,0,0,0,0,24
2019-10-27,865,64,Category 01,27,825,0,821,0,0,0,0,24
2019-10-30,865,64,Category 01,13,781,0,777,0,0,0,0,24
2019-11-02,865,64,Category 01,21,727,0,723,0,0,0,0,24
2019-11-04,865,64,Category 01,29,679,0,675,0,0,0,0,24
2019-11-07,865,64,Category 01,28,628,0,624,0,0,0,0,24
2019-11-09,865,64,Category 01,19,592,0,588,0,0,0,0,24
2019-11-10,865,64,Category 01,16,580,0,576,0,0,0,0,24
2019-11-16,865,64,Category 01,28,508,0,504,0,0,0,0,24
2019-11-18,865,64,Category 01,18,484,0,480,0,0,0,0,24
2019-11-19,865,64,Category 01,38,450,0,446,0,0,0,0,24
2019-11-22,865,64,Category 01,7,438,0,434,0,0,0,0,24
2019-11-27,865,64,Category 01,23,357,0,353,0,0,0,0,24
2019-11-29,865,64,Category 01,17,342,0,338,0,0,0,0,24
2019-11-30,865,64,Category 01,13,333,0,329,0,0,0,0,24
2019-12-03,865,64,Category 01,16,301,0,297,0,0,0,0,24
2019-12-05,865,64,Category 01,16,275,0,271,0,0,0,0,24
2019-12-06,865,64,Category 01,11,268,0,264,0,0,0,0,24
2019-12-07,865,64,Category 01,11,518,0,514,0,0,0,0,24
2019-12-09,865,64,Category 01,6,510,0,506,0,0,0,0,24
2019-12-13,865,64,Category 01,18,446,0,442,0,0,0,0,24
2019-12-16,865,64,Category 01,15,202,0,198,0,0,0,0,24
2019-12-17,865,64,Category 01,5,201,0,197,0,0,0,0,24
2019-12-19,865,64,Category 01,13,192,0,188,0,0,0,0,24
2019-12-20,865,64,Category 01,5,191,0,187,0,0,0,0,24
2019-12-23,865,64,Category 01,5,180,0,180,0,0,0,0,24
2019-12-24,865,64,Category 01,0,184,0,180,0,0,0,0,24
2019-12-26,865,64,Category 01,6,182,0,190,0,0,12,0,24
2019-12-28,865,64,Category 01,9,174,0,170,0,0,0,0,144
2020-01-01,865,64,Category 01,7,148,0,192,0,0,48,0,144
2020-01-04,865,64,Category 01,9,132,0,188,0,0,60,0,144
2020-01-07,865,64,Category 01,18,173,0,229,0,36,24,0,144
2020-01-08,865,64,Category 01,7,170,0,226,0,36,24,0,144
2020-01-10,865,64,Category 01,13,159,24,203,24,0,24,0,144
2020-01-15,865,64,Category 01,12,172,0,220,0,12,36,0,144
2020-01-20,865,64,Category 01,10,166,0,186,0,24,0,0,144
2020-01-23,865,64,Category 01,10,151,0,219,0,0,72,0,144
2020-01-30,865,64,Category 01,10,136,0,156,0,0,24,0,144
2020-02-06,865,64,Category 01,8,134,0,190,0,0,60,0,144
2020-02-10,865,64,Category 01,10,114,12,126,12,0,0,0,144
2020-02-11,865,64,Category 01,0,126,0,138,0,12,0,0,144
2020-02-12,865,64,Category 01,5,129,0,125,0,0,0,0,144
2020-02-13,865,64,Category 01,5,128,0,160,0,0,36,0,144
2020-02-19,865,64,Category 01,6,148,0,180,0,36,0,0,144
2020-02-20,865,64,Category 01,6,146,0,142,0,0,0,0,144
2020-02-21,865,64,Category 01,5,145,0,141,0,0,0,0,144
2020-02-24,865,64,Category 01,8,132,0,128,0,0,0,0,144
2020-02-25,865,64,Category 01,8,128,0,124,0,0,0,0,144
2020-02-28,865,64,Category 01,16,103,0,99,0,0,0,0,144
2020-02-29,865,64,Category 01,10,97,0,105,0,12,0,0,144
2020-03-02,865,64,Category 01,9,85,12,93,12,0,0,0,144
2020-03-03,865,64,Category 01,9,88,0,100,0,12,0,0,144
2020-03-04,865,64,Category 01,6,90,0,98,0,12,0,0,144
2020-03-09,865,64,Category 01,6,105,0,101,0,0,0,0,144
2020-03-10,865,64,Category 01,36,84,0,440,0,360,0,0,144
2020-03-11,865,64,Category 01,28,48,0,404,0,360,0,0,144
2020-03-13,865,64,Category 01,55,342,0,342,0,0,0,0,144
2020-03-19,865,64,Category 01,0,4,48,84,72,12,0,0,144
2020-03-20,865,64,Category 01,5,59,12,95,24,12,0,0,144
2020-03-22,865,64,Category 01,16,0,12,84,12,72,0,0,144
2020-03-26,865,64,Category 01,24,2,0,2,0,0,0,0,144
2020-03-28,865,64,Category 01,0,5,0,13,0,12,0,0,144
2020-04-02,865,64,Category 01,36,10,0,30,0,24,0,0,144
2020-04-03,865,64,Category 01,8,1,0,73,0,72,0,0,144
2020-04-04,865,64,Category 01,0,29,48,73,24,24,0,0,144
2020-04-05,865,64,Category 01,37,-5,24,43,48,0,0,0,144
2020-04-06,865,64,Category 01,17,27,0,51,0,24,0,0,144
2020-04-10,865,64,Category 01,6,0,0,0,0,0,0,0,144
2020-04-11,865,64,Category 01,0,6,12,38,12,24,0,0,144
2020-04-13,865,64,Category 01,14,26,0,26,0,0,0,0,144
2020-04-14,865,64,Category 01,25,7,0,7,0,0,0,0,144
2020-04-20,865,64,Category 01,0,4,0,4,0,0,0,0,144
2020-04-21,865,64,Category 01,0,4,0,4,0,0,0,0,144
2020-04-22,865,64,Category 01,0,4,0,4,0,0,0,0,144
2020-04-24,865,64,Category 01,0,4,0,4,0,0,0,0,144
2020-04-27,865,64,Category 01,0,4,0,4,0,0,0,0,144
2020-04-28,865,64,Category 01,0,4,0,4,0,0,0,0,144
2020-04-29,865,64,Category 01,0,4,0,4,0,0,0,0,144
2020-05-01,865,64,Category 01,0,0,0,0,0,0,0,0,144
2020-05-04,865,64,Category 01,0,0,0,0,0,0,0,0,144
2020-05-08,865,64,Category 01,0,0,0,0,0,0,0,0,144
2020-05-09,865,64,Category 01,0,0,0,0,0,0,0,0,144
2020-05-11,865,64,Category 01,0,0,0,0,0,0,0,0,144
2020-05-13,865,64,Category 01,0,0,0,0,0,0,0,0,144
2020-05-15,865,64,Category 01,0,0,0,0,0,0,0,0,144
2020-05-16,865,64,Category 01,0,0,0,0,0,0,0,0,144
2020-05-18,865,64,Category 01,0,0,0,0,0,0,0,0,144
2020-05-19,865,64,Category 01,0,0,0,0,0,0,0,0,144
2020-05-21,865,64,Category 01,0,0,0,0,0,0,0,0,144
2020-05-24,865,64,Category 01,0,0,0,0,0,0,0,0,144
2020-05-25,865,64,Category 01,0,0,0,0,0,0,0,0,144
2020-05-26,865,64,Category 01,0,0,0,0,0,0,0,0,144
2020-05-27,865,64,Category 01,0,0,0,0,0,0,0,0,144
2020-05-30,865,64,Category 01,0,0,0,0,0,0,0,0,144
2020-06-05,865,64,Category 01,0,0,0,0,0,0,0,0,144
2020-06-09,865,64,Category 01,0,0,0,0,0,0,0,0,144
2020-06-11,865,64,Category 01,0,0,0,0,0,0,0,0,144
2020-06-13,865,64,Category 01,0,0,0,0,0,0,0,0,144
2020-06-14,865,64,Category 01,0,0,0,0,0,0,0,0,144
2020-06-16,865,64,Category 01,0,0,0,0,0,0,0,0,144
2020-06-21,865,64,Category 01,0,0,0,0,0,0,0,0,144
2020-06-24,865,64,Category 01,0,0,0,0,0,0,0,0,144
2020-06-30,865,64,Category 01,0,0,0,0,0,0,0,0,144
2020-07-01,865,64,Category 01,0,0,0,0,0,0,0,0,144
2020-07-04,865,64,Category 01,0,0,0,0,0,0,0,0,144
2020-07-06,865,64,Category 01,0,0,0,0,0,0,0,0,144
2020-07-08,865,64,Category 01,0,0,0,0,0,0,0,0,144
2020-07-10,865,64,Category 01,0,0,0,0,0,0,0,0,144
2020-07-12,865,64,Category 01,0,0,0,0,0,0,0,0,144
2020-07-14,865,64,Category 01,0,0,0,0,0,0,0,0,144
2020-07-17,865,64,Category 01,0,0,0,0,0,0,0,0,144
2020-07-19,865,64,Category 01,0,0,0,0,0,0,0,0,144
2020-07-24,865,64,Category 01,0,0,0,0,0,0,0,0,144
2020-07-25,865,64,Category 01,0,0,0,0,0,0,0,0,144
2020-07-28,865,64,Category 01,0,0,0,0,0,0,0,0,144
2020-07-30,865,64,Category 01,0,0,0,0,0,0,0,0,144
2020-07-31,865,64,Category 01,0,0,0,0,0,0,0,0,144
2020-08-04,865,64,Category 01,0,0,0,0,0,0,0,0,144
2020-08-08,865,64,Category 01,0,0,0,0,0,0,0,0,144
2020-08-09,865,64,Category 01,0,0,0,0,0,0,0,0,144
2020-08-11,865,64,Category 01,0,0,0,0,0,0,0,0,144
2020-08-13,865,64,Category 01,0,0,0,0,0,0,0,0,144
2020-08-14,865,64,Category 01,0,0,0,0,0,0,0,0,144
2020-08-17,865,64,Category 01,0,0,0,0,0,0,0,0,144
2020-08-19,865,64,Category 01,0,0,0,0,0,0,0,0,144
2020-08-20,865,64,Category 01,0,0,0,0,0,0,0,0,144
2020-08-22,865,64,Category 01,0,0,0,0,0,0,0,0,144
2020-08-29,865,64,Category 01,0,0,0,0,0,0,0,0,144
2020-09-01,865,64,Category 01,0,0,0,0,0,0,0,0,144
2020-09-03,865,64,Category 01,0,0,0,0,0,0,0,0,144
2020-09-15,865,64,Category 01,0,0,0,0,0,0,0,0,144
2020-09-16,865,64,Category 01,0,0,0,0,0,0,0,0,144
2020-09-18,865,64,Category 01,0,0,0,0,0,0,0,0,144
2020-09-22,865,64,Category 01,0,0,0,0,0,0,0,0,144
2020-09-23,865,64,Category 01,0,0,0,0,0,0,0,0,144
2020-09-27,865,64,Category 01,0,0,0,0,0,0,0,0,144
2020-10-01,865,64,Category 01,0,0,0,0,0,0,0,0,144
2020-10-02,865,64,Category 01,0,0,0,60,0,0,60,0,144
2020-10-05,865,64,Category 01,0,0,0,48,0,0,48,0,144
2020-10-06,865,64,Category 01,0,0,0,48,0,0,48,0,144
2020-10-08,865,64,Category 01,0,0,0,48,0,0,48,0,144
2020-10-09,865,64,Category 01,0,0,0,24,0,0,24,0,144
2020-10-10,865,64,Category 01,0,0,0,72,0,0,72,0,144
2020-10-14,865,64,Category 01,0,0,0,228,0,0,228,0,144
2020-10-15,865,64,Category 01,0,0,0,252,0,0,252,0,144
2020-10-17,865,64,Category 01,0,4,0,276,0,48,228,0,144
2020-10-22,865,64,Category 01,5,63,168,323,168,0,96,0,144
2020-10-24,865,64,Category 01,7,0,0,0,0,0,0,0,144
2020-10-28,865,64,Category 01,6,239,0,355,60,60,0,0,144
2020-10-29,865,64,Category 01,7,296,0,292,0,0,0,0,144
2020-11-04,865,64,Category 01,11,276,0,272,0,0,0,0,144
2020-11-06,865,64,Category 01,5,267,0,263,0,0,0,0,144
2020-11-09,865,64,Category 01,15,253,0,249,0,0,0,0,144
2020-11-10,865,64,Category 01,16,241,0,237,0,0,0,0,144
2020-11-11,865,64,Category 01,11,234,0,230,0,0,0,0,144
2020-11-12,865,64,Category 01,20,218,0,214,0,0,0,0,144
2020-11-14,865,64,Category 01,15,204,0,200,0,0,0,0,144
2020-11-15,865,64,Category 01,7,201,0,209,0,0,12,0,144
2020-11-19,865,64,Category 01,11,74,0,94,0,0,24,0,144
2020-11-20,865,64,Category 01,7,71,12,139,12,0,60,0,144
2020-11-21,865,64,Category 01,11,72,0,132,0,12,48,0,144
2020-11-22,865,64,Category 01,6,74,0,154,0,0,84,0,144
2020-11-29,865,64,Category 01,6,108,0,200,0,0,96,0,144
2020-12-01,865,64,Category 01,5,105,0,233,0,96,36,0,144
2020-12-03,865,64,Category 01,8,97,0,193,96,0,0,0,144
2020-12-04,865,64,Category 01,0,193,0,193,0,0,0,0,144
2020-12-13,865,64,Category 01,0,179,0,179,0,0,0,0,144
2020-12-16,865,64,Category 01,0,179,0,175,0,0,0,0,144
2020-12-17,865,64,Category 01,8,175,0,171,0,0,0,0,144
2020-12-18,865,64,Category 01,6,173,0,169,0,0,0,0,144
2020-12-19,865,64,Category 01,5,168,0,168,0,0,0,0,144
2020-12-20,865,64,Category 01,0,4,0,0,0,0,0,0,144
2020-12-21,865,64,Category 01,5,171,0,167,0,0,0,0,144
2020-12-23,865,64,Category 01,6,167,0,163,0,0,0,0,144
2021-01-01,865,64,Category 01,14,140,0,136,0,0,0,0,144
2021-01-04,865,64,Category 01,6,4,0,0,0,0,0,0,144
2021-01-08,865,64,Category 01,7,123,0,119,0,0,0,0,144
2021-01-09,865,64,Category 01,6,121,0,117,0,0,0,0,144
2021-01-15,865,64,Category 01,7,103,0,99,0,0,0,0,144
2021-01-16,865,64,Category 01,9,95,0,95,0,0,0,0,144
2021-01-18,865,64,Category 01,0,97,0,93,0,0,0,0,144
2021-01-19,865,64,Category 01,5,96,0,92,0,0,0,0,144
2021-01-21,865,64,Category 01,5,90,0,90,0,0,0,0,144
2021-01-23,865,64,Category 01,0,87,0,87,0,0,0,0,144
2021-01-25,865,64,Category 01,0,87,0,83,0,0,0,0,144
2021-01-26,865,64,Category 01,5,86,0,82,0,0,0,0,144
2021-01-27,865,64,Category 01,6,84,0,80,0,0,0,0,144
2021-01-29,865,64,Category 01,6,79,0,75,0,0,0,0,144
2021-01-30,865,64,Category 01,7,76,0,72,0,0,0,0,144
2021-01-31,865,64,Category 01,7,73,0,69,0,0,0,0,144
2021-02-01,865,64,Category 01,6,71,0,67,0,0,0,0,144
2021-02-05,865,64,Category 01,6,62,0,70,0,0,12,0,144
2021-02-08,865,64,Category 01,6,58,0,78,0,0,24,0,144
2021-02-09,865,64,Category 01,7,57,0,77,0,24,0,0,144
2021-02-10,865,64,Category 01,9,50,24,70,24,0,0,0,144
2021-02-11,865,64,Category 01,8,66,0,66,0,0,0,0,144
2021-02-12,865,64,Category 01,6,68,0,88,0,0,24,0,144
2021-02-13,865,64,Category 01,10,62,0,82,0,0,24,0,72
2021-02-14,865,64,Category 01,5,61,0,81,0,0,24,0,72
2021-02-15,865,64,Category 01,6,59,0,79,0,0,24,0,72
2021-02-16,865,64,Category 01,5,58,0,78,0,0,24,0,72
2021-02-17,865,64,Category 01,5,53,0,77,0,0,24,0,72
2021-02-18,865,64,Category 01,0,53,24,77,24,0,0,0,72
2021-02-19,865,64,Category 01,0,53,0,77,24,0,0,0,72
2021-02-20,865,64,Category 01,8,73,0,73,0,0,0,0,72
2021-02-21,865,64,Category 01,0,77,0,73,0,0,0,0,72
2021-02-22,865,64,Category 01,9,140,0,136,0,0,0,0,72
2021-02-23,865,64,Category 01,6,136,0,132,0,0,0,0,72
2021-02-24,865,64,Category 01,5,70,0,66,0,0,0,0,72
2021-02-25,865,64,Category 01,9,69,0,65,0,0,0,0,72
2021-02-26,865,64,Category 01,5,64,0,60,0,0,0,0,72
2021-02-27,865,64,Category 01,7,60,0,56,0,0,0,0,72
2021-02-28,865,64,Category 01,9,60,0,56,0,0,0,0,72
2021-03-01,865,64,Category 01,5,56,0,52,0,0,0,0,72
2021-03-02,865,64,Category 01,9,61,12,69,0,0,12,0,72
2021-03-03,865,64,Category 01,5,56,0,80,0,12,12,0,72
2021-03-04,865,64,Category 01,7,53,0,65,0,0,12,0,72
2021-03-05,865,64,Category 01,0,57,0,89,0,0,36,0,72
2021-03-06,865,64,Category 01,6,55,0,99,0,0,48,0,72
2021-03-07,865,64,Category 01,8,55,0,99,0,0,48,0,72
2021-03-08,865,64,Category 01,7,48,0,68,0,0,24,0,72
2021-03-09,865,64,Category 01,10,48,0,68,0,0,24,0,72
2021-03-10,865,64,Category 01,8,38,0,70,0,0,36,0,72
2021-03-11,865,64,Category 01,9,33,0,65,0,0,36,0,72
2021-03-12,865,64,Category 01,6,33,24,65,0,0,36,0,72
2021-03-13,865,64,Category 01,7,48,0,120,0,24,48,0,72
2021-03-14,865,64,Category 01,0,52,0,108,0,0,60,0,72
2021-03-15,865,64,Category 01,6,50,0,106,0,0,60,0,72
2021-03-16,865,64,Category 01,6,50,0,106,0,0,60,0,72
2021-03-17,865,64,Category 01,7,50,0,118,0,0,72,0,72
2021-03-18,865,64,Category 01,12,38,0,142,0,0,108,0,72
2021-03-19,865,64,Category 01,7,38,12,142,0,0,108,0,72
2021-03-20,865,64,Category 01,7,30,0,234,12,0,192,0,72
2021-03-21,865,64,Category 01,5,43,0,219,0,12,168,0,72
2021-03-22,865,64,Category 01,8,43,60,207,0,0,168,0,72
2021-03-23,865,64,Category 01,5,34,0,214,60,0,120,0,72
2021-03-24,865,64,Category 01,6,95,48,211,48,0,72,0,72
2021-03-25,865,64,Category 01,6,137,0,269,0,48,84,0,72
2021-03-26,865,64,Category 01,8,141,0,269,0,48,84,0,72
2021-03-27,865,64,Category 01,13,129,0,197,0,0,72,0,72
2021-03-28,865,64,Category 01,9,129,0,197,0,0,72,0,72
2021-03-29,865,64,Category 01,15,113,0,169,0,0,60,0,72
2021-03-30,865,64,Category 01,5,111,60,167,0,60,0,0,72
2021-03-31,865,64,Category 01,10,161,0,161,0,0,0,0,72
2021-04-01,865,64,Category 01,10,159,0,155,0,0,0,0,72
2021-04-02,865,64,Category 01,5,158,0,154,0,0,0,0,72
2021-04-03,865,64,Category 01,6,156,0,152,0,0,0,0,72
2021-04-04,865,64,Category 01,6,156,0,152,0,0,0,0,72
2021-04-05,865,64,Category 01,9,150,0,146,0,0,0,0,72
2021-04-06,865,64,Category 01,10,143,0,139,0,0,0,0,72
2021-04-07,865,64,Category 01,10,143,0,139,0,0,0,0,72
2021-04-08,865,64,Category 01,6,135,0,131,0,0,0,0,72
2021-04-09,865,64,Category 01,8,135,0,131,0,0,0,0,72
2021-04-10,865,64,Category 01,5,130,0,126,0,0,0,0,72
2021-04-11,865,64,Category 01,9,130,0,126,0,0,0,0,72
2021-04-12,865,64,Category 01,9,126,0,122,0,0,0,0,72
2021-04-13,865,64,Category 01,9,120,0,116,0,0,0,0,72
2021-04-14,865,64,Category 01,5,115,0,111,0,0,0,0,72
2021-04-15,865,64,Category 01,10,114,0,110,0,0,0,0,72
2021-04-16,865,64,Category 01,8,109,0,105,0,0,0,0,72
2021-04-17,865,64,Category 01,10,98,0,94,0,0,0,0,72
2021-04-18,865,64,Category 01,8,98,0,94,0,0,0,0,72
2021-04-19,865,64,Category 01,9,94,0,90,0,0,0,0,72
2021-04-20,865,64,Category 01,7,86,0,82,0,0,0,0,72
2021-04-21,865,64,Category 01,5,86,0,82,0,0,0,0,72
2021-04-22,865,64,Category 01,8,81,0,77,0,0,0,0,72
2021-04-23,865,64,Category 01,8,77,0,73,0,0,0,0,72
2021-04-24,865,64,Category 01,6,75,0,71,0,0,0,0,72
2021-04-25,865,64,Category 01,6,73,0,69,0,0,0,0,72
2021-04-26,865,64,Category 01,7,70,0,66,0,0,0,0,72
2021-04-27,865,64,Category 01,5,69,0,65,0,0,0,0,72
2021-04-28,865,64,Category 01,5,68,0,64,0,0,0,0,72
2021-04-29,865,64,Category 01,5,67,0,63,0,0,0,0,72
2019-01-01,871,110,Category 02,5,67,0,91,0,0,24,0,160
2019-01-02,871,110,Category 02,0,68,0,115,0,24,24,0,160
2019-01-03,871,110,Category 02,2,91,20,114,0,0,24,0,160
2019-01-08,871,110,Category 02,4,73,0,97,0,0,24,0,160
2019-01-09,871,110,Category 02,3,72,0,95,0,0,24,0,160
2019-01-11,871,110,Category 02,2,68,0,92,0,0,24,0,160
2019-01-24,871,110,Category 02,0,96,0,95,0,0,0,0,160
2019-01-25,871,110,Category 02,2,95,0,94,0,0,0,0,160
2019-01-27,871,110,Category 02,3,93,0,92,0,0,0,0,160
2019-01-28,871,110,Category 02,2,91,0,90,0,0,0,0,160
2019-01-30,871,110,Category 02,4,83,0,82,0,0,0,0,160
2019-01-31,871,110,Category 02,3,80,0,79,0,0,0,0,160
2019-02-02,871,110,Category 02,2,80,0,79,0,0,0,0,160
2019-02-03,871,110,Category 02,2,77,0,77,0,0,0,0,160
2019-02-04,871,110,Category 02,0,78,0,77,0,0,0,0,160
2019-02-09,871,110,Category 02,3,59,0,83,0,0,24,0,160
2019-02-10,871,110,Category 02,0,59,0,59,0,0,0,0,160
2019-02-14,871,110,Category 02,0,56,0,55,0,0,0,0,160
2019-02-15,871,110,Category 02,4,54,0,77,0,0,24,0,160
2019-02-17,871,110,Category 02,3,45,0,92,0,0,48,0,160
2019-02-19,871,110,Category 02,3,41,20,88,24,0,24,0,160
2019-02-20,871,110,Category 02,3,37,0,109,24,24,24,0,160
2019-02-22,871,110,Category 02,3,59,0,82,0,0,24,0,160
2019-02-25,871,110,Category 02,3,50,20,98,24,0,24,0,160
2019-02-26,871,110,Category 02,0,74,0,122,0,24,24,0,160
2019-02-28,871,110,Category 02,0,75,0,74,0,0,0,0,160
2019-03-02,871,110,Category 02,5,69,0,68,0,0,0,0,160
2019-03-03,871,110,Category 02,4,66,0,65,0,0,0,0,160
2019-03-05,871,110,Category 02,4,59,0,83,0,0,24,0,160
2019-03-09,871,110,Category 02,0,48,0,119,0,24,48,0,160
2019-03-10,871,110,Category 02,3,45,20,116,24,0,48,0,160
2019-03-11,871,110,Category 02,2,67,0,91,0,0,24,0,160
2019-03-14,871,110,Category 02,7,75,0,74,0,0,0,0,160
2019-03-16,871,110,Category 02,2,71,0,71,0,0,0,0,180
2019-03-19,871,110,Category 02,0,68,0,91,0,0,24,0,180
2019-03-20,871,110,Category 02,2,67,0,90,0,0,24,0,180
2019-03-22,871,110,Category 02,2,61,0,84,0,0,24,0,180
2019-03-23,871,110,Category 02,2,60,0,83,0,0,24,0,180
2019-03-27,871,110,Category 02,4,67,0,91,0,0,24,0,180
2019-03-29,871,110,Category 02,0,66,0,90,0,0,24,0,180
2019-04-03,871,110,Category 02,0,83,0,82,0,0,0,0,180
2019-04-06,871,110,Category 02,2,68,0,115,0,0,48,0,180
2019-04-08,871,110,Category 02,4,62,0,109,0,0,48,0,180
2019-04-09,871,110,Category 02,2,62,0,85,0,0,24,0,180
2019-04-12,871,110,Category 02,4,74,0,97,0,0,24,0,180
2019-04-17,871,110,Category 02,4,80,20,103,0,0,24,0,180
2019-04-18,871,110,Category 02,3,77,0,101,0,0,24,0,180
2019-04-22,871,110,Category 02,3,71,20,94,24,0,0,0,180
2019-04-24,871,110,Category 02,7,86,0,86,0,0,0,0,180
2019-04-27,871,110,Category 02,2,83,0,106,0,0,24,0,180
2019-04-29,871,110,Category 02,5,77,0,100,0,0,24,0,180
2019-05-02,871,110,Category 02,5,67,20,90,24,0,0,0,180
2019-05-03,871,110,Category 02,5,85,0,109,0,24,0,0,180
2019-05-05,871,110,Category 02,0,83,0,106,0,0,24,0,180
2019-05-06,871,110,Category 02,2,81,0,104,0,0,24,0,180
2019-05-07,871,110,Category 02,9,71,0,95,0,0,24,0,180
2019-05-11,871,110,Category 02,0,91,0,162,0,24,48,0,180
2019-05-12,871,110,Category 02,3,89,0,88,0,0,0,0,180
2019-05-14,871,110,Category 02,5,80,0,79,0,0,0,0,180
2019-05-15,871,110,Category 02,7,73,0,72,0,0,0,0,180
2019-05-18,871,110,Category 02,7,62,0,85,0,0,24,0,180
2019-05-20,871,110,Category 02,2,56,20,103,24,0,24,0,180
2019-05-23,871,110,Category 02,2,49,0,73,0,0,24,0,180
2019-05-25,871,110,Category 02,5,47,0,94,0,0,48,0,180
2019-05-28,871,110,Category 02,4,87,0,86,0,0,0,0,180
2019-05-29,871,110,Category 02,2,86,0,109,0,0,24,0,180
2019-05-31,871,110,Category 02,4,81,0,104,0,0,24,0,180
2019-06-02,871,110,Category 02,6,70,0,94,0,24,0,0,180
2019-06-03,871,110,Category 02,0,69,20,92,24,0,0,0,180
2019-06-04,871,110,Category 02,2,91,0,91,0,0,0,0,180
2019-06-07,871,110,Category 02,5,81,0,104,0,0,24,0,180
2019-06-11,871,110,Category 02,4,72,20,95,24,0,0,0,180
2019-06-12,871,110,Category 02,2,92,0,116,0,24,0,0,180
2019-06-16,871,110,Category 02,4,84,0,84,0,0,0,0,180
2019-06-18,871,110,Category 02,0,84,0,107,0,24,0,0,180
2019-06-19,871,110,Category 02,5,79,20,102,24,0,0,0,180
2019-06-20,871,110,Category 02,4,98,0,98,0,0,0,0,180
2019-06-21,871,110,Category 02,0,99,0,98,0,0,0,0,180
2019-06-23,871,110,Category 02,5,88,0,88,0,0,0,0,180
2019-06-24,871,110,Category 02,0,89,0,88,0,0,0,0,180
2019-06-27,871,110,Category 02,3,85,0,108,0,0,24,0,180
2019-07-02,871,110,Category 02,2,93,0,92,0,0,0,0,180
2019-07-05,871,110,Category 02,5,86,0,109,0,0,24,0,180
2019-07-06,871,110,Category 02,5,81,0,104,0,0,24,0,180
2019-07-07,871,110,Category 02,2,80,0,103,0,0,24,0,180
2019-07-15,871,110,Category 02,3,89,0,113,0,0,24,0,180
2019-07-16,871,110,Category 02,0,89,0,112,0,0,24,0,180
2019-07-17,871,110,Category 02,3,85,0,109,0,0,24,0,180
2019-07-19,871,110,Category 02,0,85,20,108,24,0,0,0,180
2019-07-22,871,110,Category 02,4,101,0,101,0,0,0,0,180
2019-07-23,871,110,Category 02,9,97,0,120,0,0,24,0,180
2019-07-26,871,110,Category 02,2,88,0,88,0,0,0,0,180
2019-08-01,871,110,Category 02,0,75,20,122,24,0,24,0,180
